url,bilde,nosaukums,adrese,istabas,platiba,stavs,tips,cena
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/bjgjbk.html,https://i.ss.com/gallery/7/1253/313185/62636988.th2.jpg,"Pārdod 3 īstabu dzīvokli jaunajā projektā ""Jūrmalas Rezidenc",JaundubultiПроспект Стрелниеку 50,3,98,2/4,Jaun.,380000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/aeclp.html,https://i.ss.com/gallery/6/1073/268170/53633842.th2.jpg,"К продаже предлагается квартира в новом проекте ""elegia"" в с",BulduriПроспект Видус 51,4,109,2/3,Jaun.,358710
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bdnpdg.html,https://i.ss.com/gallery/5/937/234039/46807775.th2.jpg,Unikāla iespēja iegūt savā īpašumā 4x istabu dzīvokli netali,DzintariEdinburgas Prospekts 7,4,105,1/2,Priv. m.,150000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/dokjj.html,https://i.ss.com/gallery/7/1266/316354/63270604.th2.jpg,Pārdod 1 istabas dzīvoklis ar mājīgu izkārtojumu.Dzīvokli,KauguriSkolas 69A,1,39,5/5,M. ģim.,30000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/bxkogc.html,https://i.ss.com/gallery/6/1048/261943/52388490.th2.jpg,Dzīvoklis jaunajā projektā - Villa Majori – jauns projekts a,MajoriВикторияс 16,4,303,1/3,Jaun.,470000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/ifcjk.html,https://i.ss.com/gallery/7/1325/331109/66221790.th2.jpg,"Pārdodam izcilu divstāvu dzīvokli Jūrmalā, tikai 300 metru a",DzintariViktorijas 16,4,153,1/3,Jaun.,470000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/mpxem.html,https://i.ss.com/gallery/7/1325/331106/66221135.th2.jpg,"Хозяйка продаёт однокомнатную квартиру в тихом, спальном рай",DzintariJāņa Pliekšāna 88,1,35,1/5,LT proj.,38000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/kfmjf.html,https://i.ss.com/gallery/7/1304/325828/65165472.th2.jpg,"Продаю 4х комнатный пентхаус с террасой на южную сторону,",BulduriMeža pr. 20,4,192,3/3,Jaun.,500009
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/bmmom.html,https://i.ss.com/gallery/7/1248/311843/62368515.th2.jpg,"Pārdod 2-istabas dzīvokli Kauguros, centrs, 3.stāvs, istabas",KauguriRaina 81,2,54,3/5,LT proj.,52000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/bfjhlj.html,https://i.ss.com/gallery/7/1254/313376/62675063.th2.jpg,"Jūras pusē. 500 m līdz jūrai, 300 m līdz Kāpu ielai. Sakopts",AsariDzelzceļa 25,2,61,2/2,Specpr.,55000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/hogcg.html,https://i.ss.com/gallery/7/1244/310996/62199167.th2.jpg,Uz pārdošanu tiek piedāvāts dzīvoklis Jūrmalas centrā - Majo,MajoriЭрглю 4,2,102,3/11,Jaun.,300000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/bnffc.html,https://i.ss.com/gallery/7/1284/320860/64171881.th2.jpg,Pārdošanai tiek piedāvāts mājīgs 2-istabu dzīvoklis pie jūra,MellužiКаналу 9,2,75,2/3,Jaun.,195000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/bemmbp.html,https://i.ss.com/gallery/7/1281/320127/64025359.th2.jpg,Pārdodam 3 istabu dzīvokli 200m no jūras ar atsevišķu ieeju,AsariVēju 5a,3,84,2/3,Jaun.,279000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/bedbxi.html,https://i.ss.com/gallery/6/1034/258387/51677324.th2.jpg,"Tiek pārdots 3-istabu dzīvoklis Bulduros, tiešā jūras tuvumā",BulduriVidus 54,3,97,3/4,Jaun.,305000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/bomob.html,https://i.ss.com/gallery/7/1314/328363/65672548.th2.jpg,"Pārdošanā 3-istabu dzīvoklis ar terasi Bulduros, tikai 400 m",BulduriVienības pr. 34,3,83,1/3,Jaun.,255220
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/bpghg.html,https://i.ss.com/gallery/7/1294/323444/64688712.th2.jpg,Четырехкомнатная квартира у моря в Юрмале в Булдури.Опи,BulduriVidus pr. 51,4,109,2/3,Jaun.,358710
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/ajmbb.html,https://i.ss.com/gallery/7/1329/332194/66438661.th2.jpg,"Pārdodas 2 istabu dzīvoklis , 4 stāvs, 103 sērija Kauguros.",KauguriNometņu 9,2,47,4/5,103,40000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/ddled.html,https://i.ss.com/gallery/7/1329/332182/66436207.th2.jpg,"Перепланированная, евроремонт, не угловая, теплая, встроенна",DubultiKlavu 33,3,68,1/4,LT proj.,119000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/fgfnd.html,https://i.ss.com/gallery/7/1286/321391/64278058.th2.jpg,Новая роскошная квартира с 2 спальнями в клубном доме в Юрма,BulduriBulduru Prospekts 21,3,148,2/4,Jaun.,890000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bdnpnj.html,https://i.ss.com/gallery/7/1242/310380/62075960.th2.jpg,Piedavājumā Īpašums - 3-istabu dzīvoklis ar plašu terasi.,DzintariRīgas 51,3,108,1/4,Jaun.,265000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/egxne.html,https://i.ss.com/gallery/7/1329/332113/66422442.th2.jpg,Tiek piedāvāts 1-istabu dzīvoklis Kauguros Dzīvokļa plāno,KauguriEngures 5,1,34,4/5,103,31800
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/ajkmi.html,https://i.ss.com/gallery/7/1327/331735/66346901.th2.jpg,Продается квартира в элитном жилом комплексе Юрмалы Legend.,BulduriBulduru pr. 19,5,229,3/4,Jaun.,1800000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/bxniom.html,https://i.ss.com/gallery/7/1329/332022/66404341.th2.jpg,Продается изысканная 2-этажная квартира 115 кв. м. в 2 мин.,MajoriJomas 15,3,115,3/4,Jaun.,360000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/fmbde.html,https://i.ss.com/gallery/7/1274/318284/63656627.th2.jpg,Rets piedāvājums - dzīvoklis pašā Jūrmalas centrā ar savu tū,MajoriLienes 36,3,90,1/3,Jaun.,218000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/cfjfkp.html,https://i.ss.com/gallery/7/1291/322640/64527888.th2.jpg,"Pārdod unikāla plānojuma dzīvokli Jūrmalas klusajā daļā, Jau",JaundubultiAbavas 6,5,111,3/5,Specpr.,233000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/bfhhxc.html,https://i.ss.com/gallery/7/1254/313377/62675283.th2.jpg,"Jūras pusē. 500 m līdz jūrai, 300 m līdz Kāpu ielai. Sakopts",AsariDzelzceļa 25,3,113,1/2,Priv. m.,93000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/amigj.html,https://i.ss.com/gallery/7/1209/302146/60429093.th2.jpg,No attīstītāja. Pēdējie apartamenti.Jaunie divstāvu apart,DzintariViktorijas 16,4,153,1/3,Jaun.,470000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/acncx.html,https://i.ss.com/gallery/7/1209/302146/60429093.th2.jpg,No attīstītāja. Pēdējie apartamenti.Jaunie divstāvu apart,MajoriViktorijas 16,4,153,1/3,Jaun.,470000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/bebkdj.html,https://i.ss.com/gallery/7/1219/304632/60926271.th2.jpg,Pilnībā mēbelēti apartamenti ar plašu terasi 1.līnijā pie jū,JaundubultiGaujas 4,3,100,1/4,Jaun.,340000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bfdlhc.html,https://i.ss.com/gallery/7/1227/306574/61314714.th2.jpg,"Квартирная собственность. Квартира с террасой в Дзинтари, ря",DzintariDzintaru pr. 12,3,167,3/3,Jaun.,250000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/bemdc.html,https://i.ss.com/gallery/7/1216/303846/60769026.th2.jpg,"Большая терраса с отдельным входом, двухэтажная, две спальни",MellužiMellužu pr. 19,3,144,1/1,Renov.,195000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/pumpuri/cfnlnf.html,https://i.ss.com/gallery/7/1327/331637/66327307.th2.jpg,Pārdodam divistabu dzīvokli ar lielu terasi elitārā ēkā. Kop,PumpuriPiejūras 1A,2,72,1/3,Jaun.,295000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/fmdpp.html,https://i.ss.com/gallery/7/1225/306208/61241427.th2.jpg,Īpašnieks pārdod 2istabu dzīvokli Kauguros. 1stāvā 5 stāvu m,KauguriTirzas 33,2,53,1/5,Specpr.,54000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/pumpuri/agnno.html,https://i.ss.com/gallery/7/1328/331893/66378503.th2.jpg,Piedāvājam pārdošanai Rindu Māju ar savu zemesgabalu. M,PumpuriSlokas 91b,4,207,3/3,Jaun.,270000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/fcimx.html,https://i.ss.com/gallery/7/1328/331946/66389096.th2.jpg,Продается в топовом месте Юрмалы 3-х комнатная квартира в но,BulduriMeža pr. 20,3,92,2/3,Jaun.,305650
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/dhhdf.html,https://i.ss.com/gallery/7/1328/331813/66362513.th2.jpg,Attīstītājs pārdod 6 istabu penthausa tipa dzīvoklii jaunajā,DzintariRīgas 49,6,235,4/4,Jaun.,620000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/mldlg.html,https://i.ss.com/gallery/5/975/243547/48709220.th2.jpg,Lat:rus: Attīstītājs piedāvā augstvērtīga dizaina apartame,DzintariMežaparka pr. 10,3,105,2/2,Jaun.,376520
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/jbehh.html,https://i.ss.com/gallery/5/1000/249911/49982072.th2.jpg,Новые полностью меблированные апартаменты в стиле Лофт от за,DzintariMežaparka pr. 10,2,88,1/2,Jaun.,253520
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/bxedkn.html,https://i.ss.com/gallery/7/1325/331050/66209820.th2.jpg,Piedāvājam neaizmirstamu dzīvesvietu Jūrmalas pilsētas sirdī,MajoriTuraidas 8,3,200,2/3,Jaun.,500000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/bxmmfc.html,https://i.ss.com/gallery/6/1099/274505/54900892.th2.jpg,50 метров от моря. В предложении уникальная 3-х комнатная кв,DubultiCeriņu 6,3,70,1/4,Jaun.,270000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/blhkx.html,https://i.ss.com/gallery/7/1328/331830/66365957.th2.jpg,"Trīsistabu dzīvoklis ar kopējo platību 132 m2, terase 42 m2.",LielupeMežotnes 2,3,174,3/3,Specpr.,350000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/jbjph.html,https://i.ss.com/gallery/5/974/243435/48686977.th2.jpg,200 шагах от моря в самом востребованном проекте Юрмалы - Pa,DzintariDzintaru pr. 26,3,97,1/4,Jaun.,590000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/aghfp.html,https://i.ss.com/gallery/7/1291/322531/64506133.th2.jpg,"Pārdodu skaistu, saulainu, pilnībā mēbelētu 3 istabu dzīvokl",MajoriJāņa Pliekšāna 96,3,66,5/5,Renov.,130000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulluciems/oebjg.html,https://i.ss.com/gallery/6/1173/293029/58605699.th2.jpg,Pārdodas jauks vienistabas dzīvoklis 103.sērijas mājā Buļļuc,BuļļuciemsLašu 5,1,35,4/5,103,51500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/kxpgp.html,https://i.ss.com/gallery/6/1125/281063/56212477.th2.jpg,"3-х комнатная квартира на границе природного заповедника ""Ra",LielupeTiklu 11,3,63,1/4,Jaun.,155000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/chlng.html,https://i.ss.com/gallery/7/1297/324217/64843354.th2.jpg,Реальная первая линия от моря.С территории дома калитка п,Lielupe29. līnija 1,3,115,2/6,Jaun.,250000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/nkxkb.html,https://i.ss.com/gallery/7/1232/307751/61550082.th2.jpg,"Dzīvoklis jaunajā projektā “Villa Astor”, tikai 3 minūšu gāj",MellužiPumpuru 3A,3,85,1/3,Jaun.,225183
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/befkkf.html,https://i.ss.com/gallery/7/1232/307751/61550082.th2.jpg,"Dzīvoklis jaunajā projektā “Villa Astor”, tikai 3 minūšu gāj",MellužiPumpuru 3a,3,85,3/3,Jaun.,226695
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/emxhd.html,https://i.ss.com/gallery/7/1232/307751/61550082.th2.jpg,"Dzīvoklis jaunajā projektā “Villa Astor”, tikai 3 minūšu gāj",MellužiPumpuru 3a,3,85,2/3,Jaun.,220381
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/bxolfh.html,https://i.ss.com/gallery/6/1055/263515/52702938.th2.jpg,"Ekskluzīvs, funkcionāls, gaišs dzīvoklis Jūrmalas prestižāka",LielupeOskara Kalpaka pr. 6,3,87,2/3,Jaun.,345000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/ibihj.html,https://i.ss.com/gallery/7/1328/331801/66360124.th2.jpg,Pārdod mājīgu 3 istabu dzīvokli pašā Dubultu centra sirdī. A,DubultiЦериню 9,3,102,6/7,Jaun.,220000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/pumpuri/bpdcnx.html,https://i.ss.com/gallery/7/1228/306915/61382915.th2.jpg,Īpašnieks pārdod jauku plašu četristabu apartamentu ar teras,PumpuriGaujas 4,4,167,1/4,Jaun.,368500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/pumpuri/bpdicb.html,https://i.ss.com/gallery/7/1228/306915/61382916.th2.jpg,Īpašnieks pārdod jauku plašu četristabu apartamentu ar lodži,PumpuriGaujas 4,4,139,2/4,Jaun.,408600
https://www.ss.com/msg/lv/real-estate/flats/jurmala/pumpuri/booomg.html,https://i.ss.com/gallery/7/1228/306900/61379839.th2.jpg,Īpašnieks pārdod jauku plašu trīsistabu apartamentu ar teras,PumpuriGaujas 4,3,175,1/4,Jaun.,340000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/ngghm.html,https://i.ss.com/gallery/7/1283/320629/64125789.th2.jpg,"Предлагается на продажу апартамент в новом проекте ""Club 10""",BulduriMeža pr. 20,3,94,2/3,Jaun.,270000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bdnpnm.html,https://i.ss.com/gallery/7/1254/313377/62675360.th2.jpg,Piedāvājam iegādei mūsdienīgā stilā veidotu dzīvokli projekt,DzintariDzintaru pr. 26,4,152,3/4,Jaun.,850000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/ndmoj.html,https://i.ss.com/gallery/7/1286/321411/64282184.th2.jpg,Piedāvājam iegādāties 3 guļamistabu Penthaus apartamentus Me,BulduriMeža pr. 20,4,191,3/3,Jaun.,500000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/hmlhg.html,https://i.ss.com/gallery/7/1327/331704/66340665.th2.jpg,Pārdod 2-istabu dzīvokli Jūrmalā.Dzīvoklis ir labā stāvok,KauguriSkolas 25,2,51,2/9,602,56500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/bxpfbd.html,https://i.ss.com/gallery/7/1321/330007/66001370.th2.jpg,"Pārdodas dzīvoklis kāpu zonā, Jūrmalā, elitā projektā ""Marie",Lielupe29 линия 1a,3,140,4/6,Jaun.,330000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/bxkoll.html,https://i.ss.com/gallery/7/1327/331708/66341420.th2.jpg,"Apartamenti ar pilnībā pabeigtu iekšējo apdari, ir daļēji mē",MajoriViktorijas 16,4,153,1/3,Jaun.,470000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/obixg.html,https://i.ss.com/gallery/7/1327/331708/66341471.th2.jpg,"Zeme īpašumā, sagatavots remontam; Automātisks siltumapgāde",KauguriEngures 5,2,47,5/5,103,35200
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/afpmh.html,https://i.ss.com/gallery/7/1302/325317/65063378.th2.jpg,Продается двухкомнатная квартира 103-ей серии на третьем эта,KauguriЮргю 10,2,54,3/5,103,42000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/henhh.html,https://i.ss.com/gallery/7/1315/328726/65745116.th2.jpg,Pārdod 3-istabu dzīvokli Jūrmalā.Dzīvoklis ir labā stāvok,KauguriSkolas 55a,3,59,5/9,467,62000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/jbice.html,https://i.ss.com/gallery/7/1327/331696/66339101.th2.jpg,Продаю двух уровневые апартаменты в 300 метрах от моря.,DzintariViktorijas 16,4,153,1/4,Jaun.,470001
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/aigxc.html,https://i.ss.com/gallery/5/967/241544/48308706.th2.jpg,"Pardod 4-istabas kapitāli izremontētu dzīvokli Kauguros, cen",KauguriTallinas 40,4,78,3/9,602,82000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/bclxmm.html,https://i.ss.com/gallery/7/1327/331600/66319872.th2.jpg,Pārdod eleganu 3 istabu dzīvokli Bulduros Dzīvokļa kopējā,BulduriRēzeknes pulka 5,3,84,1/3,Jaun.,200000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/fdhcg.html,https://i.ss.com/gallery/7/1222/305440/61087868.th2.jpg,Ekskluzīvs penthaus Jūrmalā Iegādājieties šo iespaidīgo,LielupeOskara Kalpaka prosp 8,3,214,3/3,Jaun.,695000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/mldkm.html,https://i.ss.com/gallery/7/1276/318943/63788462.th2.jpg,Продажа или аренда с правом выкупа. Продается квартира со св,DzintariBrivibas pr. 28,3,121,1/3,Jaun.,295000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bdnpdj.html,https://i.ss.com/gallery/4/647/161637/32327220.th2.jpg,"Turaidas Kvartāls, dzīvokļa īpašums. Pārdod īpašnieks - Tura",DzintariTuraidas 17,3,90,2/4,Jaun.,265000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/hooee.html,https://i.ss.com/gallery/7/1298/324351/64870017.th2.jpg,Saulriets? Sauna? Terase un vīns? Šis ekskluzīvais Penthouse,DzintariDzintaru pr. 28,4,153,4/4,Jaun.,1000000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/fhcfg.html,https://i.ss.com/gallery/7/1298/324350/64869997.th2.jpg,Закат? Сауна? Терраса и вино? Этот эксклюзивный пентхаус в 2,DzintariDzintaru pr. 28,4,153,4/4,Jaun.,1000000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/ablch.html,https://i.ss.com/gallery/6/1088/271867/54373258.th2.jpg,Хозяин продает. Роскошная теплая с дизайнерским ремонтом сол,DubultiSlokas 65a,2,30,2/4,Specpr.,49990
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/fgbkh.html,https://i.ss.com/gallery/7/1302/325329/65065606.th2.jpg,Собственник продает просторную 1-комнатную квартиру в Каугур,KauguriRaiņa 47,1,39,3/5,M. ģim.,27000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/nolcm.html,https://i.ss.com/gallery/6/1180/294959/58991633.th2.jpg,"Īpašnieks pārdod atsevišķi nodalītu ""townhouse"" rindu mājas",DubultiSlokas 91,3,207,1/3,Jaun.,270000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/pdlig.html,https://i.ss.com/gallery/7/1293/323140/64627917.th2.jpg,Ekskluzīvs jaunais projekts (2021) otrajā jūras līnijā Major,MajoriViktorijas 16,4,153,1/2,Jaun.,470000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/pumpuri/cxlpxl.html,https://i.ss.com/gallery/7/1326/331483/66296572.th2.jpg,В дюнной зоне с видом на море продается просторная 3-х комна,PumpuriPiejūras 1a,3,130,3/4,Jaun.,679000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/ddjco.html,https://i.ss.com/gallery/7/1326/331472/66294243.th2.jpg,Продаю двух уровневые апартаменты в 300 метрах от моря.,DzintariViktorijas 16,4,153,1/3,Jaun.,470001
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/affli.html,https://i.ss.com/gallery/7/1326/331468/66293511.th2.jpg,Продается трехкомнатная квартира на берегу Балтийского залив,MellužiKāpu 95,3,100,2/3,Specpr.,250000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/nhfbg.html,https://i.ss.com/gallery/6/1094/273290/54657801.th2.jpg,"Jūrmala, Bulduru prospekts 33. Pārdod plašu un gaišu dzīvokl",BulduriBulduru pr. 33,3,146,3/4,Jaun.,485000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bckpdl.html,https://i.ss.com/gallery/7/1219/304630/60925857.th2.jpg,"Unikāli apartamenti pašā jūras krastā, ar visu esošo burvību",DzintariDzintaru pr. 23,3,96,2/3,Jaun.,625000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/valteri/bdxohk.html,https://i.ss.com/gallery/7/1308/326887/65377256.th2.jpg,"Plaša dvīņu māja jaunajā projektā ""Villa Baltika"" Lielupes k",ValteriOļu 3,Citi,212,1/3,Jaun.,179000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/enpib.html,https://i.ss.com/gallery/7/1292/322841/64568190.th2.jpg,"Platība: 153, 3 m2 Dzīvojamā platība: 138, 4 m2 Platība ze",MajoriViktorijas 16,4,153,1/2,Jaun.,470000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/becfld.html,https://i.ss.com/gallery/7/1326/331302/66260278.th2.jpg,Dzīvoklis 5 minūšu gājienā no Jūras. Māja izvietota mierpiln,DzintariEdinburgas 55,1,29,2/2,Renov.,64700
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bkgebe.html,https://i.ss.com/gallery/7/1238/309479/61895783.th2.jpg,В клубном доме на первой линии к морю на 2 этаже продается к,DzintariDzintaru pr. 33,3,170,2/3,Jaun.,900000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/ankmk.html,https://i.ss.com/gallery/7/1244/310901/62180188.th2.jpg,С видом на дюны и сосны продается просторная квартира с хоро,MajoriĒrgļu 4,3,175,4/10,Jaun.,590000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/igkmg.html,https://i.ss.com/gallery/7/1278/319368/63873475.th2.jpg,Предлагается пентхаус в одном из самых престижных проектов Ю,DzintariDzintaru pr. 28,5,336,4/4,Jaun.,1800000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/jfehd.html,https://i.ss.com/gallery/7/1236/308829/61765782.th2.jpg,С видом на море с 6 этажа продается просторная солнечная ква,Lielupe29. līnija 1,3,250,6/6,Specpr.,590000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/fnppk.html,https://i.ss.com/gallery/7/1211/302659/60531694.th2.jpg,Pārdodu atsevišķi reģistrētu dzīvokli privātmājā ar 778 m² z,DubultiRūdolfa Blaumaņa 15,3,67,1/1,Priv. m.,170000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/phjee.html,https://i.ss.com/gallery/6/1145/286142/57228365.th2.jpg,Продается отличная квартира в 5 минутах от моря в спецпроект,JaundubultiAbavas 6,4,168,2/4,Specpr.,225000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/apdhn.html,https://i.ss.com/gallery/7/1320/329866/65973079.th2.jpg,"Продается квартира в Юрмале, Булдури..160 кв. м. жилой пло",BulduriMeža pr. 19,3,160,2/3,Jaun.,430000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/acelm.html,https://i.ss.com/gallery/7/1304/325828/65165462.th2.jpg,"Продаю 4х комнатный пентхаус с террасой на южную сторону,",BulduriMeža pr. 20,4,192,3/3,Jaun.,500001
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bdpjnl.html,https://i.ss.com/gallery/7/1325/331170/66233982.th2.jpg,Ekskluzīvs četristabu dzīvoklis ar divām pazemes autostāvvie,DzintariMadonas 5,4,253,2/4,Jaun.,731000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/pibch.html,https://i.ss.com/gallery/4/757/189090/37817985.th2.jpg,Застройщик продает квартиру с частично готовой отделкой в но,JaundubultiStrelnieku pr. 50,3,102,1/4,Specpr.,230000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/gibol.html,https://i.ss.com/gallery/7/1325/331100/66219818.th2.jpg,"Jūrmalai, elitārai pilsētai pie Baltijas jūras, viennozīmīgi",LielupeO. Kalpaka pr. 8,3,214,3/3,Jaun.,695000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/gdmgi.html,https://i.ss.com/gallery/7/1293/323120/64623871.th2.jpg,Īpašnieks pārdod pēc remonta brīnišķīgu divistabu dzīvokli a,KauguriSkolas 25,2,51,7/9,602,60000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/ajlon.html,https://i.ss.com/gallery/7/1325/331073/66214402.th2.jpg,"Pārdodam 1 istabas dzīvokli, 3 stāvā, Kauguros, Artilērijas",KauguriArtilērijas 11,1,37,3/5,Specpr.,38000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bhjnk.html,https://i.ss.com/gallery/7/1286/321432/64286224.th2.jpg,"Pārdod dzīvokli jaunajā projektā ""Jūrmalas Vilnis"", Jūrmalas",DzintariПроспект Дзинтару 13/1,3,102,1/7,Jaun.,325000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/hbbcj.html,https://i.ss.com/gallery/7/1325/331031/66206070.th2.jpg,Dzīvoklis pēc kapitālā remonta ar mēbelēm un sadzīves tehnik,KauguriRaiņa 83,2,46,5/5,103,77000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/coddo.html,https://i.ss.com/gallery/7/1324/330992/66198283.th2.jpg,"Īpašnieks pārdod gaišu, siltu un mājīgu dzīvokli Jūrmalā, ar",KauguriTalsu šoseja 31 k13,2,42,1/5,Hrušč.,42000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/cddid.html,https://i.ss.com/gallery/7/1271/317683/63536478.th2.jpg,Nepalaidiet garām iespēju jau šogad kļūt par jūrmalnieku.,DubultiBaznicas 21,3,49,1/2,Specpr.,54000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/afxff.html,https://i.ss.com/gallery/5/845/211114/42222685.th2.jpg,Pārdod divistabu dzīvokli klusā un zaļā rajonā. Tikai 5 minū,LielupeMeža pr. 62,2,50,3/4,Specpr.,69000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bcnigc.html,https://i.ss.com/gallery/7/1223/305518/61103518.th2.jpg,Апартаменты рядом с межапарком Дзинтари в Юрмале..Жилая пл,DzintariDzintaru pr. 12,3,76,2/3,Jaun.,200000
