url,bilde,nosaukums,adrese,istabas,platiba,stavs,tips,cena
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/begjfm.html,https://i.ss.com/gallery/7/1243/310532/62106326.th2.jpg,Piedāvā iegādāties 4-istabu dzīvokli ekskluzīvā projektā Amb,JaundubultiStrēlnieku pr. 42,4,82,3/3,Jaun.,219878
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/behikd.html,https://i.ss.com/gallery/7/1243/310530/62105954.th2.jpg,Piedāvā iegādāties 3-istabu dzīvokli ekskluzīvā projektā Amb,JaundubultiStrēlnieku pr. 42,2,55,1/3,Jaun.,152409
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/apejx.html,https://i.ss.com/gallery/7/1332/332997/66599268.th2.jpg,Pārdod 3-istabu dzīvokli Jūrmalā. Dzīvoklis ir labā stāvok,KauguriJurģu 8,3,66,5/5,103,65000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/aixkx.html,https://i.ss.com/gallery/7/1315/328720/65743996.th2.jpg,Mansarda stāva dzīvoklis tikko rekonstruētā privātmājā Buldu,BulduriMeža 18,3,144,3/3,Renov.,265000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/nkxmf.html,https://i.ss.com/gallery/6/1079/269669/53933766.th2.jpg,Piedāvājam iegādāties plašu divu līmeņu mēbelētu dzīvokli Jū,MellužiMellužu pr. 77,4,261,2/2,Renov.,330000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/pumpuri/bnllkx.html,https://i.ss.com/gallery/7/1212/302908/60581450.th2.jpg,Район Дюны 1. Линия- 100м до моря. Квартира будет продав,PumpuriGaujas 2,4,142,3/3,Jaun.,400000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/clxfg.html,https://i.ss.com/gallery/7/1333/333144/66628613.th2.jpg,Земля собственность. Идеальное место расположение. Светлая,KauguriEngures 5,2,47,4/5,103,36000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bexoph.html,https://i.ss.com/gallery/6/1174/293321/58664020.th2.jpg,Attīstītājs pārdod dzīvokli projektā Villa Milia. 4-ista,DzintariDzintaru pr. 21,4,151,1/3,Jaun.,1130000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/hmkjp.html,https://i.ss.com/gallery/6/1033/258207/51641328.th2.jpg,Продаем двухэтажную квартиру в Булдури - 5 минут пешком до м,BulduriVidus pr. 31,5,176,2/2,Jaun.,265000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/bmxpc.html,https://i.ss.com/gallery/7/1302/325291/65058012.th2.jpg,"Īpašnieks pārdod 3-istabu dzīvokli Tērbatas ielā 43, Jūrmalā",KauguriTērbatas 43,3,65,5/5,103,69000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/aixhh.html,https://i.ss.com/gallery/7/1303/325570/65113858.th2.jpg,"Pārdod saulaino siltu 2-istabu dzīvokli, ar izolētām istabām",KauguriTirzas 37a,2,55,5/5,Specpr.,43900
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/bjepp.html,https://i.ss.com/gallery/7/1317/329194/65838667.th2.jpg,Sakarā ar dzīvesvietas maiņu pārdodam savu brīnišķīgo 2 ista,MajoriJāņa Pliekšāna 82,2,51,5/5,Renov.,89000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/bxiedb.html,https://i.ss.com/gallery/7/1333/333049/66609669.th2.jpg,Pārdod 1 istabas dzīvoklis ar mājīgu izkārtojumu,KauguriRaiņa 77,1,33,7/9,467,24000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/bcjbme.html,https://i.ss.com/gallery/7/1323/330729/66145675.th2.jpg,Tiek pārdots 3-istabu dzīvoklis jaunajā projektā nelielas pa,AsariKāpu 95,3,89,2/3,Jaun.,238000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/ggoco.html,https://i.ss.com/gallery/7/1318/329358/65871520.th2.jpg,Pārdod neticami lētu saulainu 1-istabas dzīvokli Kauguros. J,KauguriTalsu šoseja 31 13,1,31,5/5,Hrušč.,28500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/bdokfh.html,https://i.ss.com/gallery/7/1318/329386/65877049.th2.jpg,"В доме всего 9 квартир, входные двери дома оборудованы кодов",BulduriMuižas 26,3,69,1/3,Renov.,149500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/jegmo.html,https://i.ss.com/gallery/7/1216/303900/60779827.th2.jpg,"Penthouse near Dzintari Concert Hall, Jomas Street, Dzintari",DzintariDzintaru pr. 12,3,148,3/3,Jaun.,250000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/vaivari/egnpc.html,https://i.ss.com/gallery/6/1198/299277/59855324.th2.jpg,На продажу предлагается мебелированная квартира с земельным,VaivariAtbalss 19,3,58,1/3,Jaun.,175000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/dcnmp.html,https://i.ss.com/gallery/7/1319/329717/65943204.th2.jpg,"Pie Dzintaru koncertzāles, 200 m no jūras: Kā Jūrmalas pērl",DzintariDzintaru pr. 12,3,78,2/3,Jaun.,200000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/egnfd.html,https://i.ss.com/gallery/7/1303/325603/65120574.th2.jpg,Plašs un gaišs trīsistabu dzīvoklis Jaunajā projektā „365” v,DzintariEdinburgas pr. 11,3,93,2/4,Jaun.,280000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bphdo.html,https://i.ss.com/gallery/7/1294/323464/64692669.th2.jpg,"Dzintari concert hall next to. New, top-quality apartments i",DzintariViktorijas 16,4,153,2/2,Jaun.,470000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/bebjhf.html,https://i.ss.com/gallery/5/983/245504/49100721.th2.jpg,На продажу предлагается стильная мебелированная квартира с п,JaundubultiStrēlnieku pr. 50,3,122,3/4,Jaun.,295000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/annim.html,https://i.ss.com/gallery/7/1330/332385/66476952.th2.jpg,Красивая и солнечная 2х-комнатная квартира в Юрмале Кварт,BulduriMeža pr. 58a,2,52,3/4,Specpr.,75400
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/aiihg.html,https://i.ss.com/gallery/7/1258/314279/62855724.th2.jpg,Pārdodu vai mainu 2.necaurstaigājamu istabu dzīvokli pret li,KauguriPutnu 2,2,55,9/9,602,55000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/adgpj.html,https://i.ss.com/gallery/7/1271/317519/63503702.th2.jpg,Продается квартира со своим земельным участком в новом доме,DzintariBrivibas pr. 28,3,115,2/3,Jaun.,355000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaunkemeri/gokfd.html,https://i.ss.com/gallery/7/1315/328748/65749504.th2.jpg,Pārdod 2 istabas dzīvokli ar mājīgu izkārtojumu. Dzīvoklis,JaunķemeriKolkas 20A,2,42,2/3,Hrušč.,59000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/cemxo.html,https://i.ss.com/gallery/7/1267/316545/63308886.th2.jpg,"Pārdod 1 istabas dzīvoklis ar mājīgu izkārtojumu, 15 minūšu",KauguriKauņas 26,1,37,5/5,103,32500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/eccck.html,https://i.ss.com/gallery/7/1332/332883/66576542.th2.jpg,"Piedāvājumā gaišs un plašs četru istabu dzīvoklis Jūrmalā, K",KauguriSkolas 69,4,71,5/5,Hrušč.,55000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/anpke.html,https://i.ss.com/gallery/7/1245/311027/62205323.th2.jpg,Продается 3-х комнатная квартира на третьем этаже. В кварт,KauguriJurģu 5,3,65,3/5,103,62000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/egxgm.html,https://i.ss.com/gallery/7/1275/318678/63735475.th2.jpg,Продается 3-х комнатная квартира на девятом этаже с великоле,KauguriТербатас 46,3,62,9/9,602,55000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/beeegm.html,https://i.ss.com/gallery/6/1194/298322/59664276.th2.jpg,Piedāvā iegādāties 2-istabu dzīvokli ekskluzīvā projektā Amb,JaundubultiStrēlnieku pr. 42,2,57,1/3,Jaun.,154022
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/bdpkpl.html,https://i.ss.com/gallery/7/1243/310530/62105955.th2.jpg,Piedāvā iegādāties 3-istabu dzīvokli ekskluzīvā projektā Amb,JaundubultiStrēlnieku pr. 42,3,78,2/3,Jaun.,208588
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bcnigb.html,https://i.ss.com/gallery/7/1332/332948/66589470.th2.jpg,"Sun Terraces – vieta, kur dzīvo harmonija starp jūru un prie",DzintariDzintaru pr. 36,3,130,1/3,Jaun.,650000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/bebkdi.html,https://i.ss.com/gallery/7/1243/310532/62106270.th2.jpg,Piedāvā iegādāties 3-istabu dzīvokli ekskluzīvā projektā Amb,JaundubultiStrēlnieku pr. 42,3,88,3/3,Jaun.,236275
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/bfcojk.html,https://i.ss.com/gallery/7/1332/332943/66588577.th2.jpg,"Pārdod 3 istabu dzīvokli prestižajā projektā ""Komponistu nam",MellužiMellužu pr. 19,3,73,2/6,Renov.,155000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/gipfd.html,https://i.ss.com/gallery/7/1332/332939/66587663.th2.jpg,Piedāvājam iegādāties plašu un gaišu 3 istabu dzīvokli ar iz,BulduriMuižas 11,3,103,4/4,Jaun.,298000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/ejnki.html,https://i.ss.com/gallery/6/1033/258060/51611803.th2.jpg,Продаю четырёхкомнатную квартиру на первой линии от моря.,BulduriВидус проспект 51,4,109,2/3,Jaun.,358710
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bcmehm.html,https://i.ss.com/gallery/7/1332/332922/66584382.th2.jpg,Pārdod mājīgu 2-istabu dzīvokli Jūrmalā. Piedāvājam mēbe,DzintariEmīlijas 14 6,2,44,2/2,Specpr.,64000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/bfnjmj.html,https://i.ss.com/gallery/7/1315/328712/65742258.th2.jpg,"Pārdod skaistus apartamentus, pie paša jūras krasta, kāpu zo",AsariDzimtenes 1,3,140,2/4,Jaun.,680000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/oxpml.html,https://i.ss.com/gallery/7/1255/313573/62714566.th2.jpg,Īpašnieks pārdod 2 istabu dzīvokli Dzīvokļa apraksts: -,KauguriTalsu šos 31 13,2,42,3/5,Hrušč.,39500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/bfjipg.html,https://i.ss.com/gallery/7/1332/332893/66578469.th2.jpg,"Vai jūs jau sen sapņojiet par dzīvi Jūrmalā, kur pateicoties",AsariAsaru pr. 57,3,95,3/4,Jaun.,228000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/bbkied.html,https://i.ss.com/gallery/7/1283/320684/64136799.th2.jpg,Tiek pārdot plašs un gaišs dzīvoklis Kauguros. Liela lodžija,KauguriJurgu 4,1,39,3/5,M. ģim.,31000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/dodlg.html,https://i.ss.com/gallery/7/1287/321616/64323073.th2.jpg,Продаётся 2-комнатная квартира в Каугури со свежим евроремон,KauguriSkolas 27,2,50,5/9,602,48000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/bfconi.html,https://i.ss.com/gallery/7/1261/315059/63011624.th2.jpg,"Pārdodu dzīvokli (rindu māju) Asaros, 2 stāvi, 6 istabas, ko",AsariDāvja 24,6,135,1/2,Jaun.,65000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/hgkjm.html,https://i.ss.com/gallery/7/1332/332834/66566792.th2.jpg,Ekskluzīvs dzīvoklis mūsdienīgā dzīvokļu kompleksā “Turaidas,DzintariТурайдас 17,3,118,2/4,Jaun.,415000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/nmkni.html,https://i.ss.com/gallery/7/1253/313044/62608674.th2.jpg,"Skaists, saulains 2 istabu studijas tipa dzīvoklis teicamā v",LielupeMeža pr. 64,2,48,4/4,Specpr.,74000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/bxlnpk.html,https://i.ss.com/gallery/7/1215/303566/60713156.th2.jpg,Divlīmeņu mansarda dzīvoklis Majoros 5 minūšu gājiena attālu,MajoriЛиенес 7,4,104,3/3,Jaun.,215000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/bxbghh.html,https://i.ss.com/gallery/7/1330/332471/66494068.th2.jpg,"Продается уютная, теплая, однокомнатная квартира. Kвартирa",JaundubultiSlokas 63/7,1,28,3/4,Specpr.,37000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/idplk.html,https://i.ss.com/gallery/7/1294/323492/64698389.th2.jpg,Pārdod 3.istabu dzīvokli Jūrmalā (Dubultos). Dzīvoklī veik,DubultiIevas 6,3,66,4/4,Specpr.,98000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/gcikx.html,https://i.ss.com/gallery/7/1331/332746/66549189.th2.jpg,Pilnībā sagatavots tālākajam remontam. Viss demontēts un izv,KauguriTērbatas 32,2,46,2/5,103,54900
https://www.ss.com/msg/lv/real-estate/flats/jurmala/sloka/ekejn.html,https://i.ss.com/gallery/7/1322/330342/66068354.th2.jpg,Продаётся 3-комнатная квартира. Отопление дровяной котел.,SlokaDzirnavu 67,3,53,2/2,P. kara,36000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bpgmb.html,https://i.ss.com/gallery/7/1276/318791/63758111.th2.jpg,Premium klases apartamenti jaunajā projektā - Edinburg Resid,DzintariDzintaru pr. 44,5,390,1/3,Jaun.,850000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/blfpf.html,https://i.ss.com/gallery/7/1331/332716/66543123.th2.jpg,Последний шанс зафиксировать цену. С 10 марта стоимость повы,MajoriJomas 46,2,26,3/4,Renov.,99560
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/bejpid.html,https://i.ss.com/gallery/4/605/151036/30207162.th2.jpg,Arhitektu veidots mājīgs divstāvu ekskluzīva dizaina dzīvokl,JaundubultiStrēlnieku pr. 48,2,56,2/2,Specpr.,86000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/cdfmc.html,https://i.ss.com/gallery/7/1331/332690/66537804.th2.jpg,"Pārdodu skaistā vietā mājīgu , saulainu 3 istabu dzīvokli ar",LielupeLašu 7,3,74,4/4,Specpr.,110000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/llehc.html,https://i.ss.com/gallery/7/1331/332673/66534455.th2.jpg,Dzīvoklis pirmajā stāvā 97 kv. m - plaša veranda ar skaistām,JaundubultiPoruka pr. 43,6,70,2/1,P. kara,60000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/jaundubulti/pikdj.html,https://i.ss.com/gallery/7/1314/328340/65667934.th2.jpg,Pārdošanā plašs 2 istabu dzīvoklis ar privātu zaļo zonu un p,JaundubultiStrēlnieku 52,2,72,1/4,Jaun.,185000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/bcppge.html,https://i.ss.com/gallery/7/1319/329541/65908134.th2.jpg,Pilnībā aprīkots trīsistabu dzīvoklis Sky Garden kompleksā a,AsariAsaru pr. 53,3,85,1/3,Jaun.,196000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/vaivari/pfnbj.html,https://i.ss.com/gallery/7/1319/329547/65909337.th2.jpg,"Tiek pārdots gaišs, omulīgs trīsistabu dzīvoklis dzīvojamajā",VaivariAsaru pr. 53,3,96,1/4,Jaun.,209000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/dgbbm.html,https://i.ss.com/gallery/7/1287/321600/64319960.th2.jpg,Penthouse Zelta jūdzē Jūrmalā. Apartamenti ar baltu apdari,DzintariDzintaru pr. 12,3,138,3/3,Jaun.,250000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/bfpkpc.html,https://i.ss.com/gallery/7/1319/329544/65908753.th2.jpg,"Mājīgs 3 istabu dzīvoklis stabilā, pamatīgā ēkā 150m no jūra",MellužiMellužu pr. 19,3,84,2/5,Specpr.,250000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/aaadj.html,https://i.ss.com/gallery/6/1129/282107/56421290.th2.jpg,Продаётся (или меняется на другую недвижимость) меблированна,MellužiMelluzu prospects 77,5,292,2/3,Jaun.,355000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/bbkkef.html,https://i.ss.com/gallery/7/1318/329271/65854074.th2.jpg,Īpašnieks pārdod kompaktu studijas tipa 2 istabu dzīvokli pi,LielupeLašu 7,2,43,1/4,Specpr.,79900
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/dflee.html,https://i.ss.com/gallery/6/1149/287061/57412022.th2.jpg,"Pārdodu 1 istabas dzīvokli Kauguros, 15 min no pludmales.",KauguriEngures 1,1,35,5/5,103,32500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/bxkldj.html,https://i.ss.com/gallery/7/1331/332635/66526933.th2.jpg,Izremontēts gaišs un silts studio tipa dzīvoklis renovētā mā,KauguriArtilērijas 9,2,53,1/5,103,53000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/hemfb.html,https://i.ss.com/gallery/7/1278/319381/63876127.th2.jpg,Райский уголок у самого синего моря - красивая квартира - да,DubultiSlokas 24,2,52,1/1,Specpr.,94900
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/nmckd.html,https://i.ss.com/gallery/7/1314/328254/65650674.th2.jpg,Предлагаем приобрести просторную квартиру с террасой на крыш,MellužiMellužu pr. 77,3,293,1/3,Jaun.,250000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/lielupe/bxljpe.html,https://i.ss.com/gallery/7/1331/332633/66526597.th2.jpg,"Moderns dzīvoklis pašā jūras krastā, miera osta Jūrmalas mie",Lielupe29. līnija 1,2,99,6/6,Renov.,270000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/ffjpj.html,https://i.ss.com/gallery/7/1245/311028/62205544.th2.jpg,Продается 1-комнатная квартира на 3-ем этаже. Квартира с р,KauguriСколас 69,1,37,3/5,M. ģim.,36500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bckcgi.html,https://i.ss.com/gallery/6/1138/284402/56880298.th2.jpg,"Lieliska iespēja iegādāties sapņu dzīvokli lieliskā, mierīgā",DzintariOšu 2,3,73,2/2,Jaun.,155000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bdjkid.html,https://i.ss.com/gallery/7/1247/311615/62322942.th2.jpg,Vasara strauji tuvojas. Vienreizēja iespēja iegādāties dzīvo,DzintariOšu 2,2,36,2/2,Jaun.,81500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bdplje.html,https://i.ss.com/gallery/7/1247/311615/62322942.th2.jpg,Vasara tuvojas. Šo iespēju nevar palaist garām - piedāvājam,DzintariOšu 2,2,32,1/2,Jaun.,69000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bdjkkx.html,https://i.ss.com/gallery/7/1247/311615/62322946.th2.jpg,Unikāla iespēja iegādāties dzīvokli lieliskā vietā Dzintaros,DzintariOšu 2,2,34,2/2,Jaun.,74000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bcllmb.html,https://i.ss.com/gallery/7/1246/311450/62289885.th2.jpg,Vasara tuvojas.Unikāla iespēja iegādāties dzīvokli lielis,DzintariOšu 2,2,35,2/2,Jaun.,76500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/jbcoh.html,https://i.ss.com/gallery/6/1124/280890/56177975.th2.jpg,"Piedāvājam iegādei kompaktu 1 - istabu, plānojumā pārdomātu",DzintariOšu 2,1,17,2/2,Jaun.,45000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/jbeio.html,https://i.ss.com/gallery/6/1102/275263/55052469.th2.jpg,"Unikāls dzīvoklis, kas atrodas privātmāju sektorā Bulduros,",BulduriAizputes 18,3,93,3/3,Specpr.,290000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/gxgfh.html,https://i.ss.com/gallery/7/1304/325761/65152072.th2.jpg,Новые двухуравневые апартаменты с тремя спальнями и тремя са,DzintariViktorijas 16,4,153,1/2,Jaun.,470000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/bfgpbd.html,https://i.ss.com/gallery/7/1276/318806/63761025.th2.jpg,Pārdodu 2-istabu dzīvokli dažu metru attālumā no jūras lieda,AsariKāpu 95,2,70,3/3,Jaun.,180000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/hmxhn.html,https://i.ss.com/gallery/7/1276/318805/63760883.th2.jpg,Pārdodu 3-istabu dzīvokli dažu metru attālumā no jūras lieda,AsariKāpu 95,3,90,2/3,Jaun.,238000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/fhckx.html,https://i.ss.com/gallery/7/1331/332533/66506405.th2.jpg,"Ekskluzīvs un plašs 5-istabu dzīvoklis Jūrmalā, Mellužu pros",MellužiMellužu pr. 19,5,193,5/5,Renov.,390000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/melluzi/gibed.html,https://i.ss.com/gallery/6/1079/269668/53933585.th2.jpg,"Tiek pārdots brīnišķīgs dzīvoklis Jūrmalā, jūras pusē.Dzī",MellužiMellužu pr. 77,3,128,1/3,Renov.,215000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bengjg.html,https://i.ss.com/gallery/7/1251/312582/62516361.th2.jpg,~100м от пляжа на Дзинтару проспекте продается меблированная,DzintariDzintaru pr. 42,3,99,3/4,Jaun.,249000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/cebbp.html,https://i.ss.com/gallery/6/1182/295318/59063465.th2.jpg,Продаёт владелец новый ремонт 1 линия в самом центре Юрмала,DzintariMadonas 5,2,100,1/4,Jaun.,235000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/asari/bfxpde.html,https://i.ss.com/gallery/7/1330/332402/66480233.th2.jpg,"Ekskluzīvs penthouse prestižajā Sunlight Residence ēkā, tika",AsariKāpu 106,4,374,3/3,Jaun.,950000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/bnoib.html,https://i.ss.com/gallery/7/1330/332398/66479517.th2.jpg,"Pārdod 2-istabu Dzīvoklī Kauguros. 103. sērija – 47 m3,",KauguriTērbatas 36,2,47,5/5,103,60000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bedxed.html,https://i.ss.com/gallery/7/1216/303900/60779813.th2.jpg,"Penthaus pie Dzintaru koncertzāles, Jomas ielas, Dzintaru me",DzintariDzintaru pr. 12,3,167,3/3,Jaun.,250000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/dlgej.html,https://i.ss.com/gallery/7/1330/332454/66490717.th2.jpg,"Продается 2-х комнатная стильная , теплая , светлая квартира",DubultiDrosmes 3,2,53,4/4,103,68000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bdpjgi.html,https://i.ss.com/gallery/5/828/206870/41373881.th2.jpg,Piedāvājam iegādāties plašu 4 guļamistabu penthaus dzīvokli,DzintariIkšķiles 4,4,343,3/3,Jaun.,855000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bcljmm.html,https://i.ss.com/gallery/7/1254/313375/62674850.th2.jpg,Piedāvājam iegādei penthausu projektā Kado Karim ar lielisku,DzintariIkšķiles 4,4,330,3/3,Jaun.,895500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/majori/ecnig.html,https://i.ss.com/gallery/7/1330/332421/66484063.th2.jpg,Projekts Auroom tuvojas noslēgumam – pēdējā iespēja iegādāti,MajoriJomas 46,2,41,2/4,Renov.,151330
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/afkjl.html,https://i.ss.com/gallery/7/1319/329643/65928572.th2.jpg,Pārdod plašu un gaišu 3-istabu dzīvokli ar pazemes autostāvv,DzintariEdinburgas 11,3,93,1/4,Jaun.,259500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/akmjo.html,https://i.ss.com/gallery/7/1227/306567/61313295.th2.jpg,"Trīsistabu dzīvoklis Jūrmalā, pavisam netālu no jūras. Dzīvo",KauguriTalsu šoseja 31 k. 5 5,3,73,1/5,Hrušč.,69500
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/glkld.html,https://i.ss.com/gallery/7/1330/332273/66454406.th2.jpg,"Fasādes māja, ķieģeļu mūra sienas, ieeja no pagalma, kāpņu t",BulduriMazā Jelgavas 18,1,35,4/5,103,63000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dubulti/eoxkn.html,https://i.ss.com/gallery/6/1088/271867/54373219.th2.jpg,Хозяин продает. Эксклюзивная теплая с дизайнерским ремонтом,DubultiSlokas 65,2,30,2/4,Specpr.,57950
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/ighhi.html,https://i.ss.com/gallery/7/1330/332374/66474654.th2.jpg,На продажу эксклюзивный 2-х комнатный лофт в Дзинтари на 1 э,DzintariMezaparka 10,2,39,1/2,Jaun.,200000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/mofxb.html,https://i.ss.com/gallery/7/1284/320807/64161208.th2.jpg,Предлагаются к продаже в новом реновированном проекте “Edinb,DzintariMežaparka prospekt 10,3,56,5/5,Jaun.,197000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/jxehi.html,https://i.ss.com/gallery/7/1245/311092/62218276.th2.jpg,"Tiek pārdots elegants, gaišs 3-istabu dzīvoklis ar lodžiju u",BulduriKuldīgas 9,3,100,4/4,Jaun.,250000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/bulduri/kieeh.html,https://i.ss.com/gallery/7/1246/311459/62291619.th2.jpg,Продаю прекрасную квартиру в прекрасном районе. В шаговой до,BulduriSaldus 7,2,49,2/4,Specpr.,93000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/pumpuri/bmncco.html,https://i.ss.com/gallery/7/1212/302961/60592002.th2.jpg,Kāpu zona 1. Līnija- 100m līdz jūrai.Lielisks 2-istabu,PumpuriGaujas 2,2,76,2/3,Jaun.,215000
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/bxjfxe.html,https://i.ss.com/gallery/7/1320/329942/65988360.th2.jpg,2-istabu dzīvoklis lieliskā lokācijā Kauguros ar balkonu.,KauguriTalsu šoseja 31 k-12,2,42,3/5,Hrušč.,32800
https://www.ss.com/msg/lv/real-estate/flats/jurmala/kauguri/bjfbc.html,https://i.ss.com/gallery/7/1320/329944/65988662.th2.jpg,2-istabu dzīvoklis lieliskā lokācijā Kauguros ar balkonu.,KauguriTalsu šoseja 31 k-2,2,41,3/5,Hrušč.,32800
https://www.ss.com/msg/lv/real-estate/flats/jurmala/dzintari/bclkic.html,https://i.ss.com/gallery/7/1253/313186/62637046.th2.jpg,Piedāvājam iegādāties apartamentus projektā Edinburgh Apartm,DzintariПроспект Межапарка 10,2,77,1/2,Jaun.,228000
